NO;DATE;GULAPASIRLOKAL
1148;25/05/2022;14800
1149;26/05/2022;-
1150;27/05/2022;14800
1151;30/05/2022;14800
1152;31/05/2022;14800
1153;01/06/2022;-
1154;02/06/2022;14750
1155;03/06/2022;14750
1156;06/06/2022;14750
1157;07/06/2022;14750
1158;08/06/2022;14750
1159;09/06/2022;14750
1160;10/06/2022;14750
1161;13/06/2022;14750
1162;14/06/2022;14750
1163;15/06/2022;14750
1164;16/06/2022;14750
1165;17/06/2022;14750
1166;20/06/2022;14700
1167;21/06/2022;14700
1168;22/06/2022;14650
1169;23/06/2022;14650
1170;24/06/2022;14650
1171;27/06/2022;14650
1172;28/06/2022;14650
1173;29/06/2022;14650
1174;30/06/2022;14650
1175;01/07/2022;14650
1176;04/07/2022;14600
1177;05/07/2022;14600
1178;06/07/2022;14600
1179;07/07/2022;14600
1180;08/07/2022;14600
1181;11/07/2022;14600
1182;12/07/2022;14600
1183;13/07/2022;14600
1184;14/07/2022;14600
1185;15/07/2022;14600
1186;18/07/2022;14550
1187;19/07/2022;14550
1188;20/07/2022;14550
1189;21/07/2022;14550
1190;22/07/2022;14550
1191;25/07/2022;14550
1192;26/07/2022;14550
1193;27/07/2022;14550
1194;28/07/2022;14550
1195;29/07/2022;14550
1196;01/08/2022;14550
1197;02/08/2022;14550
1198;03/08/2022;14550
1199;04/08/2022;14550
1200;05/08/2022;14550
1201;08/08/2022;14550
1202;09/08/2022;14650
1203;10/08/2022;14550
1204;11/08/2022;14550
1205;12/08/2022;14550
1206;15/08/2022;14500
1207;16/08/2022;14500
1208;17/08/2022;14650
1209;18/08/2022;14500
1210;19/08/2022;14500
1211;22/08/2022;14500
1212;23/08/2022;14500
1213;24/08/2022;14500
1214;25/08/2022;14500
1215;26/08/2022;14500
1216;29/08/2022;14500
1217;30/08/2022;14500
1218;31/08/2022;14500
1219;01/09/2022;14500
1220;02/09/2022;14500
1221;05/09/2022;14500
1222;06/09/2022;14450
1223;07/09/2022;14500
1224;08/09/2022;14500
1225;09/09/2022;14500
1226;12/09/2022;14500
1227;13/09/2022;14650
1228;14/09/2022;14500
1229;15/09/2022;14500
1230;16/09/2022;14500
1231;19/09/2022;14450
1232;20/09/2022;14450
1233;21/09/2022;14450
1234;22/09/2022;14450
1235;23/09/2022;14450
1236;26/09/2022;14450
1237;27/09/2022;14450
1238;28/09/2022;14450
1239;29/09/2022;14450
1240;30/09/2022;14450
1241;03/10/2022;14450
1242;04/10/2022;14450
1243;05/10/2022;14450
1244;06/10/2022;14450
1245;07/10/2022;14450
1246;10/10/2022;14450
1247;11/10/2022;14450
1248;12/10/2022;14400
1249;13/10/2022;14400
1250;14/10/2022;14400
1251;17/10/2022;14400
1252;18/10/2022;14400
1253;19/10/2022;14400
1254;20/10/2022;14400
1255;21/10/2022;14400
1256;24/10/2022;14400
1257;25/10/2022;14400
1258;26/10/2022;14400
1259;27/10/2022;14400
1260;28/10/2022;14400
1261;31/10/2022;14400
1262;01/11/2022;14400
1263;02/11/2022;14400
1264;03/11/2022;14400
1265;04/11/2022;14350
1266;07/11/2022;14400
1267;08/11/2022;14400
1268;09/11/2022;14400
1269;10/11/2022;14350
1270;11/11/2022;14400
1271;14/11/2022;14400
1272;15/11/2022;14400
1273;16/11/2022;14400
1274;17/11/2022;14400
1275;18/11/2022;14400
1276;21/11/2022;14400
1277;22/11/2022;14400
1278;23/11/2022;14400
1279;24/11/2022;14400
1280;25/11/2022;14400
1281;28/11/2022;14400
1282;29/11/2022;14400
1283;30/11/2022;14400
1284;01/12/2022;15000
1285;02/12/2022;14400
1286;05/12/2022;14400
1287;06/12/2022;14400
1288;07/12/2022;14400
1289;08/12/2022;14400
1290;09/12/2022;14400
1291;12/12/2022;14400
1292;13/12/2022;14400
1293;14/12/2022;14400
1294;15/12/2022;14400
1295;16/12/2022;14400
1296;19/12/2022;14400
1297;20/12/2022;14400
1298;21/12/2022;14400
1299;22/12/2022;14400
1300;23/12/2022;14400
1301;26/12/2022;14400
1302;27/12/2022;14400
1303;28/12/2022;14400
1304;29/12/2022;14350
1305;30/12/2022;14350
